S.No,Comments,Label
HATE_4653,evadra erri puukodu vaadu duplicate gild eskuni show dhenguthunnadu,hate
HATE_4654,arey pilla bacha nayala niku chaduvu abbaledhu ani chepu direct ga sodhi enduku dengutav,hate
HATE_4655,are kojja yeshalu api dad mom ni chudukondiraa,hate
HATE_4656,endhuku ante vallu chetha lanchodukulu bro,hate
HATE_4657,are lanjoduka eko saru video theyaki raa lajodka,hate
HATE_4660,em tesukovali na bokkala padda innerwear tappa time bokkalo show,hate
HATE_4661,ila suitcaselu petti mosam cheyatam kanna afrer results vachaka prize money la petti untey best ga endhuko ee mosalu,hate
HATE_4662,marea srihan pakkana moddagudvala,hate
HATE_4663,siggu undali andhariki chepadanki thisko ani,hate
HATE_4664,yendhuku navuthunav ra yadhava sachinoda,hate
HATE_4666,veeni cm ananaloo leka pothey vp analoo artham kavadam ledhu,hate
HATE_4669,em paata ra edhi nee mokam lage vundh,hate
HATE_4670,vast gada eda pora ne voice vanta mantal vastanda,hate
HATE_4671,asala eamyna rhyming unda,hate
HATE_4672,nuvvu nee lanja voice pukulo dance chii,hate
HATE_4673,chillar chillar mokalani teskochi famous chestunaru,hate
HATE_4675,edo bajaru lanja edi di ni action,hate
HATE_4676,venakala bord enti meeru vese boku vesalu enti thuu q,hate
HATE_4678,idi rtc conducter ha leka inka bustand lo emaina chesinda,hate
HATE_4679,ne mokam susthe leshe modda kuda muska pothundhi,hate
HATE_4680,thengu kaani athi thengaaku love dalo dancer,hate
HATE_4681,denni enduku asal famous chesaru enta chillar di,hate
HATE_4682,orey idi rtc conductor na recording dancer na,hate
HATE_4683,baga over chesthunnav elane chesthe thondharaga pothav,hate
HATE_4684,dani matala vintene ardhamavuthundhi idhi road side lights vesedani,hate
HATE_4688,gee bajaru chillara dhaniki baga hype icharu kadha ra thu,hate
HATE_4689,dheeni chusinappude artham ayindhi idhi tractor la meedha dance vesedanila undhi,hate
HATE_4690,na modda la expressions,hate
HATE_4692,puku badhalaipodhi lanja dhana,hate
HATE_4693,edi lanja kabate ela janalanu chedakodutundi,hate
HATE_4696,galeez mokalani famous chesaru kadara,hate
HATE_4697,ela lani veshalu vesedanni tesukochi tv lo pettaru,hate
HATE_4698,deeniki k kovvu baga perigindi,hate
HATE_4699,nuv dancer va chiii sigguledhu neku,hate
HATE_4700,dhini gudha pandhulu kukkalu gulliyya,hate
HATE_4701,ha bokkaley chivaridaka vuntey appudu cheppu,hate
HATE_4702,arey vaadu paata padtunnada leka padyam oppacheptunada,hate
HATE_4703,vadi puku chinthapandu cheyali,hate
HATE_4704,ma campus ee bro lanjoduku,hate
HATE_4705,gudha paguldegale,hate
HATE_4706,ellati guruvu kanni boka lo aiyali,hate
HATE_4707,nene aythe ada narukutha vadu guruva,hate
HATE_4708,guddha pagaladhenali lonjakodikini,hate
HATE_4709,online loo phone book chesthe ipoedhi gaa,non-hate
HATE_4710,nduk bro holidays manam thiskuntam ka elago,non-hate
HATE_4711,𝐦𝐚𝐧𝐚𝐦 𝐜𝐨𝐫𝐫𝐞𝐜𝐭𝐠𝐚 𝐯𝐞𝐥𝐭𝐡𝐮𝐧𝐧𝐚 𝐩𝐚𝐤𝐤𝐚𝐧𝐚 𝐯𝐚𝐜𝐡𝐞𝐯𝐚𝐫𝐢 𝐯𝐚𝐥𝐥𝐚 𝐯𝐚𝐜𝐡𝐞 𝐩𝐫𝐛𝐥𝐦𝐬 𝐢𝐯𝐚𝐧𝐧𝐢,non-hate
HATE_4804,wowh acting vere level boss adaragottaru bhalega undi,non-hate
HATE_4805,west godavari lo adii jarigindhi,non-hate
HATE_4806,venakala unnonni adugu cheptadu,non-hate
HATE_4807,vadu ninnu kl university lo chusi undadu andhuke ala annadu,non-hate
HATE_4808,vaddu bangaram nuvvu happy ga vundali,non-hate
HATE_4809,vaadu feel avvadu vaadi answer ki nuv avthav,non-hate
HATE_4810,turning thisukuna vadihi,non-hate
HATE_4811,thanu hug theesukone style lo kuda friendlyness undi thappa lust ledhu,non-hate
HATE_4812,supper akka chaala cute ga vunnaru,non-hate
HATE_4813,super concept inka music chala bagundhi short film kuda chala bagundhi,non-hate
HATE_4814,super bro antha ina mana ongole valu super bro,non-hate
HATE_4815,super bro ne channel stime chustunna super video e content meda akkuva videos chey bro channel no avutundi,non-hate
HATE_4816,srikakulam busstand lo ee ammai ki posting iyyandi amma,non-hate
HATE_4817,sorry bro maku antha adrustam ledu,non-hate
HATE_4818,sir me jantta chala bagunttadhi sir eppudu meru elage happy ga unddali sir nenu meku chala pedha fn nnni,non-hate
HATE_4821,ra nenu pedatanu neku,non-hate
HATE_4822,pulsar bike ramana em ayyipothaduu sisuu mari,non-hate
HATE_4823,paristhithulu maree intha pagabattesayenti,non-hate
HATE_4824,papam bhayya babi ki potta abbam ga vundhi,non-hate
HATE_4825,ongole pace college batch madhi,non-hate
HATE_4826,oka vela aa horn vinipinchakapothe,non-hate
HATE_4827,oka station nunchi inko station varaku nonstop horn kodithe appudu m ani artam cheskovali,non-hate
HATE_4828,oka sari aa abbai yavaru chapadi madam garu,non-hate
HATE_4829,oh thammudu mastu cheppinav,non-hate
HATE_4830,nve adiginanduku vadu feel avvadu vadu icchina answering nvu feel avuthavv,non-hate
HATE_4831,nuvvu pedathav ani anukuna darling,non-hate
HATE_4832,nu track medha untey enni sarlu horn kottidhi,non-hate
HATE_4833,nenu prathi sari anthe days deeksha ayyina mala theeyali anipinchadu enduko,non-hate
HATE_4834,modda gudu aithyy,hate
HATE_4835,anthey dhonga mundalu alane chestharu only money chustharu,hate
HATE_4836,ardham padham lenivi endhuku thistharu chi mi brathuku chada,hate
HATE_4837,vadu bochu kuda ledu pk laga…miru mi lawdalo overaction,hate
HATE_4838,vedu avvadu ra child artist aaaaa antha over action minguthunnadu,hate
HATE_4839,edo nijam ga vachunattu enduku over action bengutaru,hate
HATE_4840,monal enduku niku antha over action ha,hate
HATE_4841,ee over action ke sankaa naakadu kada ayinaa buddi raa ledu,hate
HATE_4842,nijame lanjalara ammavadipuku degichukoniki thisukunara,hate
HATE_4843,vadi modda guudu,hate
HATE_4844,adi aunty na leka gay na,hate
HATE_4845,chance esti champidengala vunnadu aunty ne,hate
HATE_4846,nee goddha bahundhi nannu estava,hate
HATE_4847,𝙋𝙪𝙠𝙪 𝙙𝙖𝙣𝙜𝙞𝙩𝙝𝙝𝙖,hate
HATE_4849,povee pukuu mundaa,hate
HATE_4850,pakkaki dengey annadu,hate
HATE_4851,sorry nuvu daniki panikirav,hate
HATE_4853,donga naa kodukulu madhyalo students naligipotunnaru,hate
HATE_4855,bokkkaaa la vundiyedooo anukoni youtube lo velli mari chussaaa,hate
HATE_4856,arey ni bondha ra chetha na kodaka,hate
HATE_4858,ycp gunda na kodakalara randra chuskundham,hate
HATE_4859,dhini show antara kojja maatalu thapa,hate
HATE_4863,niku yevadu ra cheyyamannadu,hate
HATE_4866,bhaanu ki antha scene leadhu ooh navesthundhii,hate
HATE_4867,adhi kothilane untadhi enka action lu,hate
HATE_4868,over action apandi raa babu,hate
HATE_4870,bhanu full overaction nike antha set kadhuu leee,hate
HATE_4876,bokkalo show emanna ante family show anta,hate
HATE_4877,adhi ni chellini pakkana pettukoni chusthavara e show family show ga chillra lanjodkalara,hate
HATE_4880,naa moddala show chesthunnaru,hate
HATE_4881,erripuku matalu baga matladathavu ra adhi nuvvu,hate
HATE_4883,areyy sigu undhi ah ra miku thuu worest fellows,hate
HATE_4885,ee rashmi ki roju rojuki dhebbalu gattigaane gudhuthunnaru,hate
HATE_4886,are meru marara dappukottu kovam,hate
HATE_4887,arey evaru ra meru antha thu m manashulu ra meru edhi comedy show na inka em ayna show na,hate
HATE_4888,lanja la kompa yemo edi na lavda la joka edi,hate
HATE_4891,aslu em show lu ra mei west gaa me vala socity agam patisunaru chatha gaa,hate
HATE_4893,adhi show na lanjala kompana,hate
HATE_4894,over action apandra,hate
HATE_4895,meeru mi over action apandra babu,hate
HATE_4896,papam erry flower ayipoindu,hate
HATE_4897,karuvulo vunadu,hate
HATE_4898,ammai ni pattukoni kavalissindhi konuko ani anta vurukuntunda,hate
HATE_4899,pichi lanjodkulak phone vadadam raadu,hate
HATE_4900,valla dhagara bochu vunttundi,hate
HATE_4901,gudha loo kotaka malli interview okatii,hate
HATE_4903,antha energy guddhalo nundi vastundi,hate
HATE_4905,daily kottukunte energy vachidhi,hate
HATE_4910,rey miku em pani paata vundadha mundhu polavaram projectroadsjobs notification gurinchi alochinchandi ra,hate
HATE_4914,janalaku asha chupi calls marananiki karànam,hate
HATE_4915,motthaniki tdp vari sabhalu yamapuriki dwaralu,hate
HATE_4916,vallu bagane vunnaru meru nashanam,hate
HATE_4917,padavi kosam penta ina tintadu,hate
HATE_4920,kapu udhyaamam lo train tho modalapettav naasanam chesesav ra,hate
HATE_4924,tdp ki idem karma ra,hate
HATE_4926,sadist gadu ruling,hate
HATE_4930,appude amindi mundundi musallapanda chudu ra,hate
HATE_4932,enduku raa eapudu godavalu padtharu meru tha show chesinanaa loudaaaa,hate
HATE_4933,ary west lanjakodukularaa,hate
HATE_4935,oreyy babu inni rojulu prasantham ga unnam nu malli vachava chii neee edhava,hate
HATE_4937,love cheste chey ra andharaki chapala nu,hate
HATE_4938,kamam thagginchuko ra,hate
HATE_4939,podhune bevars gaallekkuvayyaru,hate
HATE_4940,ni over action chalu ra babu,hate
HATE_4941,over action varsha camera visual kosam,hate
HATE_4945,meku pedha badha ayipoyindi kadhe,hate
HATE_4952,maatalu jagratha rooja alaga janam kodukulu antunnavv mari antha gb voddu,hate
HATE_4954,sollaapu saroja,hate
HATE_4961,danidi nora laka cheta buta,hate
HATE_4982,roja chala goranga ayipothundh,hate
HATE_4984,telugu rastrala nayakulu matlade matalaku pichilestundi,hate
HATE_4986,roja lanjdonga mund,hate
